what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_18-b07",1285194911675
java.specification.name,sysinfo,,,"Java Platform API Specification",1285194911675
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285194911675
java.specification.version,sysinfo,,,"1.6",1285194911675
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1285194911675
java.version,sysinfo,,,"1.6.0_18",1285194911675
java.vm.info,sysinfo,,,"mixed mode",1285194911675
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1285194911675
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1285194911675
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1285194911675
java.vm.specification.version,sysinfo,,,"1.0",1285194911675
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1285194911675
java.vm.version,sysinfo,,,"16.0-b13",1285194911675
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194915640
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194916013
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285194917731
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1285194983343
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194985674
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194986748
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1285194990105
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194993330
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194993715
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194993964
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194994308
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1285194996157
